id_empleado,nombre_completo,primer_nombre,segundo_nombre,apellido_paterno,apellido_materno,fecha_de_nacimiento,fecha_de_inicio_vida_laboral,id_empresa_empleadora,empresa_empleadora,direccion_empresa,telefono_empresa,fecha_de_inicio,cargo,departamento,descripcion_del_puesto,id_jefe,nombre_completo_jefe,mejoras_al_departamento,asendido,aumento_de_sueldo,salario_diario,modalidad_de_pago,salario_mensual,fecha_de_salida,motivo_de_salida,idiomas,maximo_nivel_educativo,Habilidades_tecnicas,
89012345,Natalia Gómez Cruz,Natalia,-,Gómez,Cruz,2/28/1991,2/28/2009,68028791,Quantum Innovations Systems Inc.,"Avenida del Sol #432, Ciudad Juárez, Chihuahua",656-789-0123,5/3/2014,Asistente Ejecutivo,Alta Dirección,Brinda asistencia administrativa y coordinación para la alta dirección de la empresa.,46928185,María Fernanda Rodríguez Santos,TRUE,TRUE,FALSE,$715.00 ,Semanal,"$22,451.00 ",EMPLEO ACTUAL,,Inglés y Español,Ingeniería,"Big data, almacenamiento y procesamiento de grandes volúmenes de información",
90123456,José López Martínez,José,-,López,Martínez,8/15/1982,8/15/2000,46813579,Visionary Enterprises,"Avenida de los Pinos #321, Ciudad Juárez, Chihuahua",656-567-8901,8/15/2000,Asistente Ejecutivo,Alta Dirección,Brinda asistencia administrativa y coordinación para la alta dirección de la empresa.,46928186,María Fernanda Rodríguez Santos,TRUE,FALSE,FALSE,$595.00 ,Semanal,"$18,683.00 ",10/15/2005,Insatisfacción con el salario.,Español,Licenciatura,"Administración de proyectos, metodologías ágiles, planificación estratégica",
90123456,José López Martínez,José,-,López,Martínez,8/15/1982,8/15/2000,79136802,Elite Ventures,"Calle del Lago #567, Ciudad Juárez, Chihuahua",656-890-1234,10/20/2005,Asistente Ejecutivo,Alta Dirección,Brinda asistencia administrativa y coordinación para la alta dirección de la empresa.,46928187,María Fernanda Rodríguez Santos,TRUE,FALSE,TRUE,$715.00 ,Semanal,"$22,451.00 ",12/20/2010,Violar la confidencialidad de la empresa.,Español,Licenciatura,"Administración de sistemas operativos, implementación de servidores, mantenimiento de infraestructuras",
90123456,José López Martínez,José,-,López,Martínez,8/15/1982,8/15/2000,24681357,TechConnect Inc.,"Calle del Sol #123, Ciudad Juárez, Chihuahua",656-234-5678,12/25/2010,Ejecutivo de Cuentas,Ventas,"Gestiona y desarrolla relaciones con clientes existentes, identificando oportunidades de venta y brindando un excelente servicio al cliente.",46928188,María Fernanda Rodríguez Santos,FALSE,TRUE,FALSE,$835.00 ,Semanal,"$26,219.00 ",2/25/2016,Insatisfacción con el salario.,Español,Licenciatura,"Desarrollo web, diseño de interfaces de usuario, optimización de sitios",
90123456,José López Martínez,José,-,López,Martínez,8/15/1982,8/15/2000,68035791,Apex Industries,"Avenida de la Estrella #987, Ciudad Juárez, Chihuahua",656-789-0123,3/1/2016,Diseñador de Interiores,Diseño,Crea y planifica diseños de interiores para espacios comerciales o residenciales.,46928189,María Fernanda Rodríguez Santos,FALSE,TRUE,FALSE,$955.00 ,Semanal,"$29,987.00 ",5/1/2021,Desempeño laboral deficiente.,Inglés y Español,Licenciatura,"Virtualización, creación y gestión de máquinas virtuales",
90123456,José López Martínez,José,-,López,Martínez,8/15/1982,8/15/2000,79137802,Summit Solutions,"Calle de la Rosa #890, Ciudad Juárez, Chihuahua",656-890-1234,5/6/2021,Asistente Ejecutivo,Alta Dirección,Brinda asistencia administrativa y coordinación para la alta dirección de la empresa.,46928190,María Fernanda Rodríguez Santos,FALSE,FALSE,FALSE,"$1,075.00 ",Semanal,"$33,755.00 ",EMPLEO ACTUAL,,Español,Licenciatura,"Pruebas de software, depuración de código, análisis de rendimiento",
98765430,Esteban Vargas Medina,Esteban,-,Vargas,Medina,7/22/1989,7/22/2007,2474135,Crystal Clear Technologies Group Inc.,"Avenida de la Estrella #987, Ciudad Juárez, Chihuahua",656-789-0123,7/22/2007,Consultor de Negocios,Consultoría,Brinda asesoramiento estratégico y soluciones empresariales a clientes para mejorar su rendimiento y eficacia.,46928191,María Fernanda Rodríguez Santos,TRUE,FALSE,FALSE,$595.00 ,Semanal,"$18,683.00 ",EMPLEO ACTUAL,,Español,Maestría,"Internet de las cosas (IoT), desarrollo de dispositivos conectados",
98765431,Rafaela Aguilar Torres,Rafaela,-,Aguilar,Torres,7/4/1994,7/4/2012,24681357,TechConnect Inc.,"Calle del Sol #123, Ciudad Juárez, Chihuahua",656-234-5678,7/4/2012,Coordinador de Calidad,Calidad,Supervisa y coordina el cumplimiento de los estándares de calidad y procesos de mejora continua.,46928192,María Fernanda Rodríguez Santos,FALSE,FALSE,TRUE,$595.00 ,Semanal,"$18,683.00 ",EMPLEO ACTUAL,,Inglés y Español,Maestría,"Administración de sistemas operativos, implementación de servidores, mantenimiento de infraestructuras",
98765432,Alejandro Mendoza Ortega,Alejandro,-,Mendoza,Ortega,12/31/1977,12/31/1995,35792468,FutureQuest Technologies,"Calle de los Pinos #321, Ciudad Juárez, Chihuahua",656-456-7890,12/31/1995,Ejecutivo de Cuentas,Ventas,"Gestiona y desarrolla relaciones con clientes existentes, identificando oportunidades de venta y brindando un excelente servicio al cliente.",46928193,María Fernanda Rodríguez Santos,FALSE,FALSE,FALSE,$595.00 ,Semanal,"$18,683.00 ",EMPLEO ACTUAL,,Inglés y Español,Licenciatura,"Desarrollo de juegos, diseño de niveles, animación 3D",
9876542,Diego Fernández Gómez,Diego,-,Fernández,Gómez,6/28/1997,6/28/2015,80257923,Crystal Clear Systems,"Avenida del Lago #567, Ciudad Juárez, Chihuahua",656-901-2345,6/28/2015,Analista de Sistemas,Tecnología de la Información,Analiza y evalúa los sistemas informáticos de la empresa para identificar áreas de mejora y eficiencia.,46928194,María Fernanda Rodríguez Santos,TRUE,FALSE,FALSE,$595.00 ,Semanal,"$18,683.00 ",EMPLEO ACTUAL,,Inglés y Español,Licenciatura,"Virtualización, creación y gestión de máquinas virtuales",
9876543,Paula Ortega Domínguez,Paula,-,Ortega,Domínguez,6/6/1984,6/6/2002,57914680,Fusion Innovations,"Calle de la Estrella #987, Ciudad Juárez, Chihuahua",656-678-9012,6/6/2002,Analista Financiero,Finanzas,Realiza análisis financiero y proporciona información y recomendaciones para la toma de decisiones estratégicas.,46928195,María Fernanda Rodríguez Santos,TRUE,FALSE,FALSE,$595.00 ,Semanal,"$18,683.00 ",EMPLEO ACTUAL,,Español,Maestría,"Desarrollo de juegos, diseño de niveles, animación 3D",
